
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.09080335120795835-0.2945858870312335) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { depressed } ),1.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.09080335120795835-0.2945858870312335) ) & ( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = (-inf-0.04239479725556715) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { depressed } ),5.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) -> ( DEC = { control } ),1.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) -> ( DEC = { depressed } ),5.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = (-inf-0.09080335120795835) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { depressed } ),1.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = (-inf-0.04239479725556715) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { depressed } ),5.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = [7.03609183100487E-4-+inf) ) -> ( DEC = { depressed } ),1.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.09080335120795835-0.2945858870312335) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = [7.03609183100487E-4-+inf) ) -> ( DEC = { depressed } ),3.0
( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = (-inf-2.3665449767578848E-4) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = (-inf-7.03609183100487E-4) ) -> ( DEC = { control } ),30.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) -> ( DEC = { control } ),1.0
( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = [0.0038352366457629202-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) -> ( DEC = { depressed } ),11.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = (-inf-0.09080335120795835) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = [7.03609183100487E-4-+inf) ) -> ( DEC = { control } ),2.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = (-inf-2.3665449767578848E-4) ) -> ( DEC = { depressed } ),1.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = (-inf-2.3665449767578848E-4) ) -> ( DEC = { depressed } ),3.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = (-inf-0.09080335120795835) ) & ( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) -> ( DEC = { control } ),4.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = (-inf-0.09080335120795835) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = (-inf-0.0038352366457629202) ) -> ( DEC = { control } ),10.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = (-inf-0.0038352366457629202) ) -> ( DEC = { control } ),4.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = [0.0038352366457629202-+inf) ) -> ( DEC = { depressed } ),4.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = (-inf-0.09080335120795835) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = (-inf-2.3665449767578848E-4) ) -> ( DEC = { control } ),16.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.2945858870312335-+inf) ) & ( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = (-inf-0.04239479725556715) ) -> ( DEC = { depressed } ),5.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = [3.99613542142398E-4-+inf) ) -> ( DEC = { control } ),7.0
( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = [7.03609183100487E-4-+inf) ) -> ( DEC = { depressed } ),2.0
( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = (-inf-0.0038352366457629202) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = (-inf-2.3665449767578848E-4) ) -> ( DEC = { control } ),11.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;NA_67 = [7.03609183100487E-4-+inf) ) -> ( DEC = { control } ),1.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.09080335120795835-0.2945858870312335) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = (-inf-0.0038352366457629202) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) -> ( DEC = { control } ),1.0
( Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;NA_2 = [0.0038352366457629202-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { depressed } ),7.0
( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas_3;NA_2 = [2.3665449767578848E-4-+inf) ) -> ( DEC = { control } ),3.0
( Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella_7;melaninogenica = [0.09080335120795835-0.2945858870312335) ) & ( Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;parainfluenzae = [0.04239479725556715-+inf) ) & ( Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;elegans = (-inf-3.99613542142398E-4) ) -> ( DEC = { depressed } ),1.0
